fieldID,irrigation,buffer,fence,treatment,scenario_type,area,OrganicN,NO3,OrganicP,SolubleP,Sediment,TotalP,TotalN
4690,sprinkler_irr,buff_none,fenced,spr_fence,alternative,1.80744,1.438578128,2.119924463,0.283429502,0.306557349,2.26355584,0.589986851,3.558502591
4690,sprinkler_irr,buffer,no_fence,spr_buff,alternative,1.80744,1.45241061,2.0579888,0.286154785,0.286154785,2.2853208,0.57230957,3.51039941
4690,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,1.80744,1.3832482,1.959989333,0.272528367,0.272528367,2.176496,0.545056734,3.343237533
4691,flood_irr,buff_none,no_fence,flo,current condition,6.92225,5.970891982,6.435417128,0.723379165,0.782406905,5.099995228,1.50578607,12.40630911
4691,flood_irr,buff_none,fenced,flo_fence,alternative,6.92225,0.758208506,1.361993043,0.15309612,0.165588763,1.079364069,0.318684883,2.120201549
4691,flood_irr,buffer,no_fence,flo_buff,alternative,6.92225,0.765498972,1.322201087,0.154568198,0.154568198,1.08974257,0.309136396,2.087700059
4691,flood_irr,buffer,fenced,flo_buff_fence,alternative,6.92225,0.72904664,1.25923913,0.147207807,0.147207807,1.037850066,0.294415614,1.98828577
4691,sprinkler_irr,buff_none,no_fence,spr,alternative,6.92225,1.363980072,2.182815195,0.269820205,0.291837534,2.110156412,0.561657739,3.546795267
4691,sprinkler_irr,buff_none,fenced,spr_fence,alternative,6.92225,1.29902864,2.078871614,0.256971624,0.277940509,2.009672774,0.534912133,3.377900254
4691,sprinkler_irr,buffer,no_fence,spr_buff,alternative,6.92225,1.3115193,2.01813535,0.259442505,0.259442505,2.02899655,0.51888501,3.32965465
4691,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,6.92225,1.249066,1.922033667,0.2470881,0.2470881,1.932377667,0.4941762,3.171099667
4692,flood_irr,buff_none,no_fence,flo,current condition,3.04228,3.715633942,6.615398905,0.426597377,0.461407723,2.897217086,0.8880051,10.33103285
4692,flood_irr,buff_none,fenced,flo_fence,alternative,3.04228,0.471826532,1.400084425,0.090285159,0.097652428,0.613167637,0.187937587,1.871910957
4692,flood_irr,buffer,no_fence,flo_buff,alternative,3.04228,0.476363326,1.359179591,0.091153285,0.091153285,0.61906348,0.18230657,1.835542917
4692,flood_irr,buffer,fenced,flo_buff_fence,alternative,3.04228,0.453679358,1.294456754,0.086812653,0.086812653,0.589584266,0.173625306,1.748136112
4692,sprinkler_irr,buff_none,no_fence,spr,alternative,3.04228,0.83049461,2.203201029,0.15541537,0.168097264,1.170737204,0.323512634,3.033695639
4692,sprinkler_irr,buff_none,fenced,spr_fence,alternative,3.04228,0.790947248,2.098286694,0.148014638,0.160092632,1.114987814,0.30810727,2.889233942
4692,sprinkler_irr,buffer,no_fence,spr_buff,alternative,3.04228,0.79855251,2.0369832,0.149437855,0.149437855,1.12570885,0.29887571,2.83553571
4692,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,3.04228,5.452616356,1.939984,0.142321767,0.142321767,1.072103667,0.284643534,7.392600356
4693,flood_irr,buff_none,no_fence,flo,current condition,7.93906,10.86436602,7.634359955,1.371585265,1.483506623,10.07767582,2.855091888,18.49872598
4693,flood_irr,buff_none,fenced,flo_fence,alternative,7.93906,1.379602035,1.615737556,0.290282596,0.313969656,2.132841443,0.604252252,2.995339591
4693,flood_irr,buffer,no_fence,flo_buff,alternative,7.93906,1.392867439,1.568532206,0.293073775,0.293073775,2.153349534,0.58614755,2.961399645
4693,flood_irr,buffer,fenced,flo_buff_fence,alternative,7.93906,1.326540418,1.493840196,0.279117881,0.279117881,2.05080908,0.558235762,2.820380614
4693,sprinkler_irr,buff_none,no_fence,spr,alternative,7.93906,2.150821982,2.285372777,0.437918208,0.473652334,3.548154792,0.911570542,4.436194759
4693,sprinkler_irr,buff_none,fenced,spr_fence,alternative,7.93906,2.048401888,2.176545502,0.41706496,0.451097461,3.37919504,0.868162421,4.22494739
4693,sprinkler_irr,buffer,no_fence,spr_buff,alternative,7.93906,2.06809806,2.1129556,0.4210752,0.4210752,3.4116873,0.8421504,4.18105366
4693,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,7.93906,1.9696172,2.012338667,0.401024,0.401024,3.249226,0.802048,3.981955867
4694,flood_irr,buff_none,no_fence,flo,current condition,4.79263,14.21620559,7.579080919,1.82825907,1.97744501,13.74536925,3.80570408,21.79528651
4694,flood_irr,buff_none,fenced,flo_fence,alternative,4.79263,1.805232456,1.604038289,0.386933136,0.41850688,2.909072858,0.805440016,3.409270745
4694,flood_irr,buffer,no_fence,flo_buff,alternative,4.79263,1.82259046,1.557174745,0.390653647,0.390653647,2.937044712,0.781307294,3.379765205
4694,flood_irr,buffer,fenced,flo_buff_fence,alternative,4.79263,1.735800438,1.483023566,0.372051092,0.372051092,2.79718544,0.744102184,3.218824004
4694,sprinkler_irr,buff_none,no_fence,spr,alternative,4.79263,2.916701424,2.300779412,0.601323268,0.650391246,4.99128448,1.251714514,5.217480836
4694,sprinkler_irr,buff_none,fenced,spr_fence,alternative,4.79263,2.77781088,2.191218488,0.572688826,0.619420235,4.753604266,1.192109061,4.969029368
4694,sprinkler_irr,buffer,no_fence,spr_buff,alternative,4.79263,2.8045206,2.1271999,0.57819545,0.57819545,4.799312,1.1563909,4.9317205
4694,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,4.79263,2.670972,2.025904667,0.550662333,0.550662333,4.570773333,1.101324666,4.696876667
4695,flood_irr,buff_none,no_fence,flo,current condition,31.9828,9.240757885,7.352627712,1.180064409,1.276357665,8.360125104,2.456422074,16.5933856
4695,flood_irr,buff_none,fenced,flo_fence,alternative,31.9828,1.173429573,1.556111685,0.249749081,0.270128606,1.769338646,0.519877687,2.729541258
4695,flood_irr,buffer,no_fence,flo_buff,alternative,31.9828,1.184712549,1.510648363,0.252150515,0.252150515,1.786351518,0.50430103,2.695360912
4695,flood_irr,buffer,fenced,flo_buff_fence,alternative,31.9828,1.128297666,1.438712726,0.240143347,0.240143347,1.70128716,0.480286694,2.567010392
4695,sprinkler_irr,buff_none,no_fence,spr,alternative,31.9828,1.83978391,2.241037344,0.378567644,0.409458764,2.977197132,0.788026408,4.080821254
4695,sprinkler_irr,buff_none,fenced,spr_fence,alternative,31.9828,1.752175152,2.13432128,0.360540614,0.389960728,2.83542584,0.750501342,3.886496432
4695,sprinkler_irr,buffer,no_fence,spr_buff,alternative,31.9828,1.76902299,2.071965,0.36400735,0.36400735,2.86268955,0.7280147,3.84098799
4695,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,31.9828,1.6847838,1.9733,0.346673667,0.346673667,2.726371,0.693347334,3.6580838
4696,flood_irr,buff_none,no_fence,flo,current condition,3.55715,11.60145946,7.496462209,1.481896692,1.602819462,10.95439316,3.084716154,19.09792167
4696,flood_irr,buff_none,fenced,flo_fence,alternative,3.55715,1.473201201,1.586552849,0.31362893,0.339221051,2.318390086,0.652849981,3.05975405
4696,flood_irr,buffer,no_fence,flo_buff,alternative,3.55715,1.487366597,1.540200158,0.316644593,0.316644593,2.340682298,0.633289186,3.027566755
4696,flood_irr,buffer,fenced,flo_buff_fence,alternative,3.55715,5.452616356,1.466857294,0.301566279,0.301566279,2.229221236,0.603132558,6.91947365
4696,sprinkler_irr,buff_none,no_fence,spr,alternative,3.55715,2.281419504,2.2883899,0.467991524,0.506179633,3.81501484,0.974171157,4.569809404
4696,sprinkler_irr,buff_none,fenced,spr_fence,alternative,3.55715,2.17278048,2.179418952,0.445706214,0.482075841,7.822745906,0.927782055,4.352199432
4696,sprinkler_irr,buffer,no_fence,spr_buff,alternative,3.55715,2.1936726,2.1157451,0.44999185,0.44999185,3.6682835,0.8999837,4.3094177
4696,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,3.55715,2.089212,2.014995333,0.428563667,0.428563667,3.493603333,0.857127334,4.104207333
4697,flood_irr,buff_none,no_fence,flo,current condition,10.1446,84.04805666,7.307375714,11.57435544,12.51882285,92.91769054,24.09317829,91.35543237
4697,flood_irr,buff_none,fenced,flo_fence,alternative,10.1446,10.6727691,1.546534543,2.449599035,2.649486317,19.66511969,5.099085352,12.21930364
4697,flood_irr,buffer,no_fence,flo_buff,alternative,10.1446,10.77539188,1.501351026,2.473152872,2.473152872,19.85420738,4.946305744,12.27674291
4697,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.1446,10.26227798,1.42985812,2.355383688,2.355383688,18.90876894,4.710767376,11.6921361
4697,sprinkler_irr,buff_none,no_fence,spr,alternative,10.1446,17.65307981,2.192030102,3.77121836,4.078949779,33.3488792,7.850168139,19.84510991
4697,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.1446,16.81245696,2.087647717,3.591636534,3.884714075,31.76083734,7.476350609,18.90010468
4697,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.1446,16.9741152,2.02665505,3.6261715,3.6261715,32.06623,7.252343,19.00077025
4697,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.1446,16.165824,1.930147667,3.453496667,3.453496667,30.53926667,6.906993334,18.09597167
4698,flood_irr,buff_none,no_fence,flo,current condition,1.99847,7.482342149,6.20168197,0.967180547,1.04610248,6.714517577,2.013283027,13.68402412
4698,flood_irr,buff_none,fenced,flo_fence,alternative,1.99847,0.950138686,1.312525284,0.204694296,0.221397351,1.421061921,0.426091647,2.26266397
4698,flood_irr,buffer,no_fence,flo_buff,alternative,1.99847,0.959274635,1.274178577,0.20666251,0.20666251,1.434725978,0.41332502,2.233453212
4698,flood_irr,buffer,fenced,flo_buff_fence,alternative,1.99847,0.91359489,1.213503406,0.196821439,0.196821439,1.366405694,0.393642878,2.127098296
4698,sprinkler_irr,buff_none,no_fence,spr,alternative,1.99847,1.436861462,1.967321051,0.298046912,0.32236754,2.255897644,0.620414452,3.404182513
4698,sprinkler_irr,buff_none,fenced,spr_fence,alternative,1.99847,1.368439488,1.873639096,0.283854202,0.307016705,2.148473946,0.590870907,3.242078584
4698,sprinkler_irr,buffer,no_fence,spr_buff,alternative,1.99847,1.38159756,1.8188989,0.28658357,0.28658357,2.16913235,0.57316714,3.20049646
4698,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,1.99847,1.3158072,1.732284667,0.272936733,0.272936733,2.065840333,0.545873466,3.048091867
4699,flood_irr,buff_none,no_fence,flo,current condition,2.49312,50.28544537,6.874264544,6.882342396,7.443941536,55.0893988,14.32628393,57.15970991
4699,flood_irr,buff_none,fenced,flo_fence,alternative,2.49312,6.385453381,1.454870803,1.456580402,1.575437362,11.65913202,3.032017764,7.840324184
4699,flood_irr,buffer,no_fence,flo_buff,alternative,2.49312,6.446851971,1.412365332,1.470585982,1.470585982,11.77123906,2.941171964,7.859217303
4699,flood_irr,buffer,fenced,flo_buff_fence,alternative,2.49312,6.13985902,1.34510984,1.400558079,1.400558079,11.21070386,2.801116158,7.48496886
4699,sprinkler_irr,buff_none,no_fence,spr,alternative,2.49312,10.12894646,2.081403134,2.165074912,2.341745024,19.00860416,4.506819936,12.21034959
4699,sprinkler_irr,buff_none,fenced,spr_fence,alternative,2.49312,9.64661568,1.982288699,2.061976106,2.230233357,18.10343254,4.292209463,11.62890438
4699,sprinkler_irr,buffer,no_fence,spr_buff,alternative,2.49312,9.7393716,1.9243742,2.0818028,2.0818028,18.277504,4.1636056,11.6637458
4699,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,2.49312,9.275592,1.832737333,1.982669333,1.982669333,17.40714667,3.965338666,11.10832933
4700,flood_irr,buff_none,no_fence,flo,current condition,17.4679,11.85674139,7.274757309,1.524712909,1.649129482,11.0956891,3.173842391,19.1314987
4700,flood_irr,buff_none,fenced,flo_fence,alternative,17.4679,1.505617955,1.539631177,0.322690562,0.349022112,2.34829399,0.671712674,3.045249132
4700,flood_irr,buffer,no_fence,flo_buff,alternative,17.4679,1.520095051,1.494649349,0.325793356,0.325793356,2.37087374,0.651586712,3.0147444
4700,flood_irr,buffer,fenced,flo_buff_fence,alternative,17.4679,1.447709572,1.42347557,0.310279387,0.310279387,2.25797499,0.620558774,2.871185142
4700,sprinkler_irr,buff_none,no_fence,spr,alternative,17.4679,2.39307432,2.221836024,0.493348128,0.533605335,3.97268508,1.026953463,4.614910344
4700,sprinkler_irr,buff_none,fenced,spr_fence,alternative,17.4679,5.452616356,2.116034309,0.46985536,0.508195557,3.7835096,0.978050917,7.568650665
4700,sprinkler_irr,buffer,no_fence,spr_buff,alternative,17.4679,2.301033,2.0542123,0.4743732,0.4743732,3.8198895,0.9487464,4.3552453
4700,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,17.4679,2.19146,1.956392667,0.451784,0.451784,3.63799,0.903568,4.147852667
4702,flood_irr,buff_none,no_fence,flo,current condition,35.5522,12.63795278,8.961204478,1.635393028,1.768841099,11.88502056,3.404234127,21.59915726
4702,flood_irr,buff_none,fenced,flo_fence,alternative,35.5522,1.604819401,1.896551212,0.346114927,0.374357905,2.515348268,0.720472832,3.501370613
4702,flood_irr,buffer,no_fence,flo_buff,alternative,35.5522,1.620250357,1.841141617,0.349442955,0.349442955,2.539534309,0.69888591,3.461391974
4702,flood_irr,buffer,fenced,flo_buff_fence,alternative,35.5522,1.543095578,1.753468206,0.332802814,0.332802814,2.418604104,0.665605628,3.296563784
4702,sprinkler_irr,buff_none,no_fence,spr,alternative,35.5522,2.207661456,2.445685744,0.454059788,0.491111067,3.626383852,0.945170855,4.6533472
4702,sprinkler_irr,buff_none,fenced,spr_fence,alternative,35.5522,2.10253472,2.329224518,0.432437894,0.467724826,3.453698906,0.90016272,4.431759238
4702,sprinkler_irr,buffer,no_fence,spr_buff,alternative,35.5522,2.1227514,2.26117395,0.43659595,0.43659595,3.48690755,0.8731919,4.38392535
4702,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,35.5522,2.021668,2.153499,0.415805667,0.415805667,3.320864333,0.831611334,4.175167
4703,flood_irr,buff_none,no_fence,flo,current condition,17.5318,8.235817694,8.895439067,1.027602514,1.111454879,7.243659652,2.139057393,17.13125676
4703,flood_irr,buff_none,fenced,flo_fence,alternative,17.5318,1.04581812,1.882632607,0.217482014,0.235228546,1.533049662,0.45271056,2.928450727
4703,flood_irr,buffer,no_fence,flo_buff,alternative,17.5318,1.055874063,1.827629657,0.219573187,0.219573187,1.547790524,0.439146374,2.88350372
4703,flood_irr,buffer,fenced,flo_buff_fence,alternative,17.5318,5.452616356,1.740599674,0.209117321,0.209117321,1.474086214,0.418234642,7.19321603
4703,sprinkler_irr,buff_none,no_fence,spr,alternative,17.5318,1.418666777,2.448993223,0.283406651,0.306532634,2.189655104,0.589939285,3.86766
4703,sprinkler_irr,buff_none,fenced,spr_fence,alternative,17.5318,1.351111216,2.332374498,0.269911096,0.291935841,2.085385814,0.561846937,3.683485714
4703,sprinkler_irr,buffer,no_fence,spr_buff,alternative,17.5318,1.36410267,2.2642319,0.272506395,0.272506395,2.1054376,0.54501279,3.62833457
4703,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,17.5318,1.2991454,2.156411333,0.2595299,0.2595299,2.005178667,0.5190598,3.455556733
4704,flood_irr,buff_none,no_fence,flo,current condition,7.27069,8.405918605,8.829309102,1.051577502,1.137386227,7.490442944,2.188963729,17.23522771
4704,flood_irr,buff_none,fenced,flo_fence,alternative,7.27069,1.067418236,1.868636847,0.222556085,0.240716662,1.58527893,0.463272747,2.936055083
4704,flood_irr,buffer,no_fence,flo_buff,alternative,7.27069,1.077681872,1.814042797,0.224696048,0.224696048,1.600521997,0.449392096,2.891724669
4704,flood_irr,buffer,fenced,flo_buff_fence,alternative,7.27069,1.026363688,1.727659806,0.213996236,0.213996236,1.524306664,0.427992472,2.754023494
4704,sprinkler_irr,buff_none,no_fence,spr,alternative,7.27069,1.443223673,2.458702151,0.289556868,0.313184708,2.244394152,0.602741576,3.901925824
4704,sprinkler_irr,buff_none,fenced,spr_fence,alternative,7.27069,1.374498736,2.341621096,0.275768446,0.298271151,2.13751824,0.574039597,3.716119832
4704,sprinkler_irr,buffer,no_fence,spr_buff,alternative,7.27069,1.38771507,2.27320835,0.278420065,0.278420065,2.1580713,0.55684013,3.66092342
4704,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,7.27069,1.3216334,2.164960333,0.265161967,0.265161967,2.055306,0.530323934,3.486593733
4705,flood_irr,buff_none,no_fence,flo,current condition,5.56142,6.953394619,8.819996588,0.855451359,0.92525619,5.994027094,1.780707549,15.77339121
4705,flood_irr,buff_none,fenced,flo_fence,alternative,5.56142,0.882970745,1.866665944,0.181047907,0.195821416,1.268577163,0.376869323,2.749636689
4705,flood_irr,buffer,no_fence,flo_buff,alternative,5.56142,0.891460849,1.812129476,0.182788752,0.182788752,1.28077502,0.365577504,2.703590325
4705,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.56142,0.849010332,1.725837596,0.174084526,0.174084526,1.219785734,0.348169052,2.574847928
4705,sprinkler_irr,buff_none,no_fence,spr,alternative,5.56142,1.206577663,2.441375461,0.238256491,0.257698221,1.824384016,0.495954712,3.647953124
4705,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.56142,1.149121584,2.325119486,0.226910944,0.245426877,1.737508586,0.472337821,3.47424107
4705,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.56142,1.16017083,2.25718885,0.22909278,0.22909278,1.7542154,0.45818556,3.41735968
4705,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.56142,1.1049246,2.149703667,0.2181836,0.2181836,1.670681333,0.4363672,3.254628267
4706,flood_irr,buff_none,no_fence,flo,current condition,19.9265,10.73981675,8.902070291,1.366314417,1.477805674,9.833887824,2.844120091,19.64188704
4706,flood_irr,buff_none,fenced,flo_fence,alternative,19.9265,1.363786253,1.88403604,0.289167072,0.312763106,2.081246101,0.601930178,3.247822293
4706,flood_irr,buffer,no_fence,flo_buff,alternative,19.9265,1.376899583,1.828992088,0.291947525,0.291947525,2.101258082,0.58389505,3.205891671
4706,flood_irr,buffer,fenced,flo_buff_fence,alternative,19.9265,1.311332936,1.741897226,0.278045262,0.278045262,2.001198174,0.556090524,3.053230162
4706,sprinkler_irr,buff_none,no_fence,spr,alternative,19.9265,1.865398954,2.436007858,0.378912352,0.4098316,2.986162452,0.788743952,4.301406812
4706,sprinkler_irr,buff_none,fenced,spr_fence,alternative,19.9265,1.776570432,2.320007483,0.360868906,0.390315809,2.84396424,0.751184715,4.096577915
4706,sprinkler_irr,buffer,no_fence,spr_buff,alternative,19.9265,1.79365284,2.2522262,0.3643388,0.3643388,2.87131005,0.7286776,4.04587904
4706,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,19.9265,1.7082408,2.144977333,0.346989333,0.346989333,2.734581,0.693978666,3.853218133
4707,flood_irr,buff_none,no_fence,flo,current condition,5.71203,8.270033122,8.98923498,1.020587219,1.103867136,7.292266172,2.124454355,17.2592681
4707,flood_irr,buff_none,fenced,flo_fence,alternative,5.71203,1.050162936,1.902483593,0.215997295,0.233622674,1.543336756,0.449619969,2.952646529
4707,flood_irr,buffer,no_fence,flo_buff,alternative,5.71203,1.060260657,1.846900678,0.218074192,0.218074192,1.558176533,0.436148384,2.907161335
4707,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.71203,1.009772054,1.758953026,0.207689706,0.207689706,1.48397765,0.415379412,2.76872508
4707,sprinkler_irr,buff_none,no_fence,spr,alternative,5.71203,1.426429368,2.419939501,0.282127154,0.30514873,2.201237948,0.587275884,3.846368869
4707,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.71203,1.35850416,2.304704286,0.268692528,0.290617838,2.096417094,0.559310366,3.663208446
4707,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.71203,1.3715667,2.2373701,0.27127611,0.27127611,2.11657495,0.54255222,3.6089368
4707,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.71203,1.306254,2.130828667,0.2583582,0.2583582,2.015785667,0.5167164,3.437082667
4708,flood_irr,buff_none,no_fence,flo,current condition,7.34717,23.27583307,8.672799087,3.069801078,3.320296846,23.42140901,6.390097924,31.94863216
4708,flood_irr,buff_none,fenced,flo_fence,alternative,7.34717,2.955661342,1.835513034,0.64969335,0.702708328,4.95691196,1.352401678,4.791174376
4708,flood_irr,buffer,no_fence,flo_buff,alternative,7.34717,2.984081163,1.781886729,0.655940402,0.655940402,5.004574575,1.311880804,4.765967892
4708,flood_irr,buffer,fenced,flo_buff_fence,alternative,7.34717,2.84198206,1.69703498,0.624705145,0.624705145,4.7662615,1.24941029,4.53901704
4708,sprinkler_irr,buff_none,no_fence,spr,alternative,7.34717,4.18020876,2.394926149,0.867685,0.938488096,7.22467928,1.806173096,6.575134909
4708,sprinkler_irr,buff_none,fenced,spr_fence,alternative,7.34717,3.9811512,2.280882046,0.826366666,0.893798186,6.880646934,1.720164852,6.262033246
4708,sprinkler_irr,buffer,no_fence,spr_buff,alternative,7.34717,4.0194315,2.21424385,0.8343125,0.8343125,6.946807,1.668625,6.23367535
4708,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,7.34717,3.82803,2.108803667,0.794583333,0.794583333,6.616006667,1.589166666,5.936833667
4709,flood_irr,buff_none,no_fence,flo,current condition,10.8584,9.862368549,7.066032329,1.231829591,1.332346885,9.002734388,2.564176476,16.92840088
4709,flood_irr,buff_none,fenced,flo_fence,alternative,10.8584,1.25236426,1.495456577,0.260704675,0.281978177,1.905340611,0.542682852,2.747820837
4709,flood_irr,buffer,no_fence,flo_buff,alternative,10.8584,1.264406224,1.451765354,0.263211451,0.263211451,1.923661194,0.526422902,2.716171578
4709,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.8584,1.204196404,1.38263367,0.250677572,0.250677572,1.83205828,0.501355144,2.586830074
4709,sprinkler_irr,buff_none,no_fence,spr,alternative,10.8584,2.094589879,2.226620265,0.426281856,0.461066455,3.445639288,0.887348311,4.321210144
