fieldID,irrigation,buffer,fence,treatment,scenario_type,area,OrganicN,NO3,OrganicP,SolubleP,Sediment,TotalP,TotalN,sed_norm,P_norm,N_norm
4790,flood_irr,buff_none,no_fence,flo,current condition,80.467,6.743262954,9.188454234,0.872812564,0.944034069,5.576704726,1.816846633,15.93171719,0.069304246,0.022578779,0.197990694
4790,flood_irr,buff_none,fenced,flo_fence,alternative,80.467,0.856287359,1.944646399,0.184722235,0.19979557,1.180254968,0.384517805,2.800933758,0.014667565,0.004778578,0.034808477
4790,flood_irr,buffer,no_fence,flo_buff,alternative,80.467,0.864520892,1.887831656,0.186498411,0.186498411,1.191603574,0.372996822,2.752352548,0.014808599,0.004635401,0.034204737
4790,flood_irr,buffer,fenced,flo_buff_fence,alternative,80.467,0.82335323,1.79793491,0.177617534,0.177617534,1.134860546,0.355235068,2.62128814,0.014103428,0.004414668,0.03257594
4790,sprinkler_irr,buff_none,no_fence,spr,alternative,80.467,1.17200953,2.498635689,0.242607238,0.262403988,1.720714268,0.505011226,3.670645219,0.021384099,0.006276004,0.045616777
4790,sprinkler_irr,buff_none,fenced,spr_fence,alternative,80.467,1.116199552,2.379653037,0.231054512,0.24990856,1.638775494,0.480963072,3.495852589,0.020365808,0.005977147,0.04344455
4790,sprinkler_irr,buffer,no_fence,spr_buff,alternative,80.467,1.12693224,2.31012915,0.23327619,0.23327619,1.65453295,0.46655238,3.43706139,0.020561633,0.005798059,0.042713925
4790,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,80.467,1.0732688,2.200123,0.2221678,0.2221678,1.575745667,0.4443356,3.2733918,0.019582508,0.005521961,0.040679928
4727,flood_irr,buff_none,no_fence,flo,current condition,65.7499,12.00113955,6.364012077,1.52479111,1.649214065,11.23174634,3.174005175,18.36515163,0.170825299,0.048273916,0.27931832
4727,flood_irr,buff_none,fenced,flo_fence,alternative,65.7499,1.523954228,1.346880863,0.322707113,0.349040013,2.377089173,0.671747126,2.870835091,0.036153502,0.010216702,0.043662958
4727,flood_irr,buffer,no_fence,flo_buff,alternative,65.7499,1.538607634,1.307530424,0.325810066,0.325810066,2.3999458,0.651620132,2.846138058,0.036501132,0.009910587,0.043287337
4727,flood_irr,buffer,fenced,flo_buff_fence,alternative,65.7499,1.465340604,1.24526707,0.310295301,0.310295301,2.285662666,0.620590602,2.710607674,0.034762983,0.009438655,0.041226035
4727,sprinkler_irr,buff_none,no_fence,spr,alternative,65.7499,2.83912356,2.093337617,0.58555588,0.633337239,4.8300434,1.218893119,4.932461177,0.073460848,0.018538327,0.075018535
4727,sprinkler_irr,buff_none,fenced,spr_fence,alternative,65.7499,2.7039272,1.993654874,0.557672266,0.603178323,4.600041334,1.160850589,4.697582074,0.069962712,0.017655549,0.071446224
4727,sprinkler_irr,buffer,no_fence,spr_buff,alternative,65.7499,2.7299265,1.9354083,0.5630345,0.5630345,4.6442725,1.126069,4.6653348,0.070635431,0.017126551,0.07095577
4727,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,65.7499,2.59993,1.843246,0.536223333,0.536223333,4.423116667,1.072446666,4.443176,0.067271839,0.016311001,0.067576924
4793,flood_irr,buff_none,no_fence,flo,current condition,63.8739,12.64146862,4.630619559,1.644036686,1.77819008,11.97783793,3.422226766,17.27208818,0.187523197,0.053577858,0.270409168
4793,flood_irr,buff_none,fenced,flo_fence,alternative,63.8739,1.605265856,0.980025304,0.347944272,0.376336524,2.534992155,0.724280796,2.58529116,0.039687449,0.011339229,0.040474923
4793,flood_irr,buffer,no_fence,flo_buff,alternative,63.8739,1.620701105,0.951392908,0.35128989,0.35128989,2.559367079,0.70257978,2.572094013,0.040069059,0.010999481,0.04026831
4793,flood_irr,buffer,fenced,flo_buff_fence,alternative,63.8739,1.543524862,0.906088484,0.3345618,0.3345618,2.437492456,0.6691236,2.449613346,0.038161009,0.010475697,0.038350772
4793,sprinkler_irr,buff_none,no_fence,spr,alternative,63.8739,3.361995,1.604636342,0.700541296,0.757705465,5.76278248,1.458246761,4.966631342,0.09022124,0.022830088,0.07775682
4793,sprinkler_irr,buff_none,fenced,spr_fence,alternative,63.8739,3.2019,1.528225088,0.667182186,0.721624253,5.488364266,1.388806439,4.730125088,0.085924991,0.021742941,0.074054114
4793,sprinkler_irr,buffer,no_fence,spr_buff,alternative,63.8739,3.2326875,1.4835765,0.6735974,0.6735974,5.541137,1.3471948,4.716264,0.086751193,0.021091476,0.073837107
4793,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,63.8739,3.07875,1.41293,0.641521333,0.641521333,5.277273333,1.283042666,4.49168,0.082620183,0.02008712,0.070321054
4787,flood_irr,buff_none,no_fence,flo,current condition,61.5981,26.77158355,8.121623692,3.534258695,3.822654205,27.26642957,7.3569129,34.89320724,0.442650497,0.119434088,0.566465642
4787,flood_irr,buff_none,fenced,flo_fence,alternative,61.5981,3.399566165,1.718862157,0.948217578,0.997393402,5.770672925,1.945610979,5.118428322,0.093682645,0.031585568,0.083093932
4787,flood_irr,buffer,no_fence,flo_buff,alternative,61.5981,3.432254301,1.668643921,0.755183482,0.755183482,5.826160165,1.510366964,5.100898222,0.09458344,0.024519701,0.082809344
4787,flood_irr,buffer,fenced,flo_buff_fence,alternative,61.5981,3.26881362,1.589184686,0.719222364,0.719222364,5.548723966,1.438444728,4.857998306,0.090079466,0.023352096,0.078866041
4787,sprinkler_irr,buff_none,no_fence,spr,alternative,61.5981,5.18706552,2.225802197,1.07145948,1.158890574,9.1240422,2.230350054,7.412867717,0.148122137,0.036208098,0.120342474
4787,sprinkler_irr,buff_none,fenced,spr_fence,alternative,61.5981,4.9400624,2.119811616,1.0204376,1.103705308,8.689564,2.124142908,7.059874016,0.141068702,0.034483903,0.11461188
4787,sprinkler_irr,buffer,no_fence,spr_buff,alternative,61.5981,4.987563,2.05787925,1.0302495,1.0302495,8.7731175,2.060499,7.04544225,0.142425132,0.033450691,0.11437759
4787,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,61.5981,4.75006,1.959885,0.98119,0.98119,8.35535,1.96238,6.709945,0.135642982,0.031857801,0.108931038
4762,flood_irr,buff_none,no_fence,flo,current condition,53.2897,25.6595383,8.947703248,3.366844664,3.641579189,26.13361531,7.008423853,34.60724155,0.490406501,0.131515543,0.649417083
4762,flood_irr,buff_none,fenced,flo_fence,alternative,53.2897,3.25835407,1.893693809,0.712559718,0.770704591,5.530923875,1.483264309,5.152047879,0.103789736,0.027833977,0.096679994
4762,flood_irr,buffer,no_fence,flo_buff,alternative,53.2897,3.289684398,1.838367695,0.719411253,0.719411253,5.584105835,1.438822506,5.128052093,0.104787714,0.027000011,0.096229705
4762,flood_irr,buffer,fenced,flo_buff_fence,alternative,53.2897,3.13303276,1.750826376,0.685153575,0.685153575,5.318196034,1.37030715,4.883859136,0.099797823,0.025714297,0.091647338
4762,sprinkler_irr,buff_none,no_fence,spr,alternative,53.2897,4.654119288,2.470340221,0.960396528,1.038764885,8.1699254,1.999161413,7.124459509,0.153311529,0.037514968,0.133692993
4762,sprinkler_irr,buff_none,fenced,spr_fence,alternative,53.2897,4.43249456,2.352704973,0.91466336,0.98929989,7.780881334,1.90396325,6.785199533,0.14601098,0.035728541,0.12732666
4762,sprinkler_irr,buffer,no_fence,spr_buff,alternative,53.2897,4.4751147,2.2839684,0.9234582,0.9234582,7.8556975,1.8469164,6.7590831,0.147414932,0.034658037,0.126836576
4762,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,53.2897,4.262014,2.175208,0.879484,0.879484,7.481616667,1.758968,6.437222,0.140395173,0.033007654,0.120796739
4791,flood_irr,buff_none,no_fence,flo,current condition,44.3675,18.51504766,8.371439296,2.489842765,2.693013934,18.71400962,5.182856699,26.88648696,0.42179545,0.116816514,0.605995086
4791,flood_irr,buff_none,fenced,flo_fence,alternative,44.3675,2.351117163,1.771733185,0.52695085,0.569950039,3.960636957,1.096900889,4.122850348,0.089268878,0.024723072,0.092925009
4791,flood_irr,buffer,no_fence,flo_buff,alternative,44.3675,2.373724059,1.71997027,0.532017685,0.532017685,3.998720005,1.06403537,4.093694329,0.090127233,0.023982315,0.092267861
4791,flood_irr,buffer,fenced,flo_buff_fence,alternative,44.3675,2.26068958,1.638066924,0.506683509,0.506683509,3.808304766,1.013367018,3.898756504,0.08583546,0.0228403,0.087874153
4791,sprinkler_irr,buff_none,no_fence,spr,alternative,44.3675,3.254507256,2.249467118,0.687426376,0.743520368,5.66436052,1.430946744,5.503974374,0.127669139,0.032252138,0.124054192
4791,sprinkler_irr,buff_none,fenced,spr_fence,alternative,44.3675,3.09953072,2.142349637,0.654691786,0.708114636,5.394629066,1.362806422,5.241880357,0.121589656,0.030716322,0.11814685
4791,sprinkler_irr,buffer,no_fence,spr_buff,alternative,44.3675,3.1293339,2.0797588,0.6609869,0.6609869,5.4465005,1.3219738,5.2090927,0.122758787,0.029795995,0.117407848
4791,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,44.3675,2.980318,1.980722667,0.629511333,0.629511333,5.187143333,1.259022666,4.961040667,0.116913131,0.028377138,0.111816998
4788,flood_irr,buff_none,no_fence,flo,current condition,41.5082,10.52347541,8.291922934,1.391363416,1.504898671,9.647089321,2.896262087,18.81539834,0.232414061,0.069775661,0.453293526
4788,flood_irr,buff_none,fenced,flo_fence,alternative,41.5082,1.336314337,1.754904324,0.294468448,0.318497073,2.041712026,0.612965521,3.091218661,0.049188161,0.014767336,0.074472482
4788,flood_irr,buffer,no_fence,flo_buff,alternative,41.5082,1.349163514,1.703633081,0.297299875,0.297299875,2.061343872,0.59459975,3.052796595,0.049661124,0.014324874,0.073546832
4788,flood_irr,buffer,fenced,flo_buff_fence,alternative,41.5082,1.284917632,1.622507696,0.283142738,0.283142738,1.96318464,0.566285476,2.907425328,0.047296309,0.013642737,0.070044602
4788,sprinkler_irr,buff_none,no_fence,spr,alternative,41.5082,1.797716138,2.128743199,0.375164608,0.40577804,2.861749072,0.780942648,3.926459337,0.068944186,0.018814178,0.094594787
4788,sprinkler_irr,buff_none,fenced,spr_fence,alternative,41.5082,1.712110608,2.027374475,0.357299626,0.386455276,2.725475306,0.743754902,3.739485083,0.06566113,0.017918264,0.090090273
4788,sprinkler_irr,buffer,no_fence,spr_buff,alternative,41.5082,1.72857321,1.96814275,0.3607352,0.3607352,2.7516818,0.7214704,3.69671596,0.066292487,0.017381395,0.089059896
4788,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,41.5082,1.6462602,1.874421667,0.343557333,0.343557333,2.620649333,0.687114666,3.520681867,0.063135702,0.016553709,0.084818948
4798,flood_irr,buff_none,no_fence,flo,current condition,40.8124,25.03683573,5.314087694,3.225098497,3.488266535,25.4774194,6.713365032,30.35092342,0.624256829,0.164493268,0.743669165
4798,flood_irr,buff_none,fenced,flo_fence,alternative,40.8124,3.179280728,1.124674644,0.682560529,0.738257468,5.392046435,1.420817997,4.303955372,0.132117847,0.03481339,0.105457052
4798,flood_irr,buffer,no_fence,flo_buff,alternative,40.8124,3.209850735,1.091816177,0.689123611,0.689123611,5.443893035,1.378247222,4.301666912,0.133388211,0.033770306,0.105400979
4798,flood_irr,buffer,fenced,flo_buff_fence,alternative,40.8124,3.0570007,1.03982493,0.656308201,0.656308201,5.184660034,1.312616402,4.09682563,0.127036392,0.032162196,0.100381885
4798,sprinkler_irr,buff_none,no_fence,spr,alternative,40.8124,6.9256278,1.816466026,1.42383332,1.540018119,12.5321924,2.963851439,8.742093826,0.307068254,0.072621346,0.214201905
4798,sprinkler_irr,buff_none,fenced,spr_fence,alternative,40.8124,6.595836,1.729967643,1.356031734,1.466683923,11.93542134,2.822715657,8.325803643,0.292445956,0.069163187,0.204001814
4798,sprinkler_irr,buffer,no_fence,spr_buff,alternative,40.8124,6.6592575,1.67942495,1.3690705,1.3690705,12.050185,2.738141,8.33868245,0.295257936,0.067090909,0.204317375
4798,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,40.8124,6.34215,1.599452333,1.303876667,1.303876667,11.47636667,2.607753334,7.941602333,0.281198035,0.063896103,0.194587977
4804,flood_irr,buff_none,no_fence,flo,current condition,40.4007,12.28861259,5.282911098,1.544260955,1.670272649,11.53936096,3.214533604,17.57152369,0.285622798,0.079566285,0.434931169
4804,flood_irr,buff_none,fenced,flo_fence,alternative,40.4007,1.560458742,1.118076423,0.326827715,0.353496857,2.442192796,0.680324572,2.678535165,0.060449269,0.016839425,0.066299227
4804,flood_irr,buffer,no_fence,flo_buff,alternative,40.4007,1.575463153,1.085410729,0.329970289,0.329970289,2.465675419,0.659940578,2.660873882,0.061030512,0.01633488,0.065862074
4804,flood_irr,buffer,fenced,flo_buff_fence,alternative,40.4007,1.500441098,1.033724504,0.314257419,0.314257419,2.348262304,0.628514838,2.534165602,0.058124297,0.015557028,0.062725785
4804,sprinkler_irr,buff_none,no_fence,spr,alternative,40.4007,3.360241248,1.824560396,0.679260036,0.734687655,5.72823888,1.413947691,5.184801644,0.141785634,0.034998099,0.128334451
4804,sprinkler_irr,buff_none,fenced,spr_fence,alternative,40.4007,3.20022976,1.737676568,0.64691432,0.699702529,5.4554656,1.346616849,4.937906328,0.135033938,0.033331523,0.122223286
4804,sprinkler_irr,buffer,no_fence,spr_buff,alternative,40.4007,3.2310012,1.68690865,0.65313465,0.65313465,5.507922,1.3062693,4.91790985,0.136332341,0.032332838,0.121728333
4804,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,40.4007,3.077144,1.606579667,0.622033,0.622033,5.24564,1.244066,4.683723667,0.129840325,0.030793179,0.115931745
4795,flood_irr,buff_none,no_fence,flo,current condition,40.3102,48.06759436,4.840786348,6.526532962,7.059098051,51.3105061,13.58563101,52.90838071,1.27289138,0.33702713,1.312530841
4795,flood_irr,buff_none,fenced,flo_fence,alternative,40.3102,6.103821506,1.024505047,1.381276817,1.493989005,10.85936637,2.875265822,7.128326553,0.269395001,0.071328493,0.176836794
4795,flood_irr,buffer,no_fence,flo_buff,alternative,40.3102,6.162512097,0.994573132,1.394558325,1.394558325,10.96378336,2.78911665,7.157085229,0.271985338,0.069191337,0.177550229
4795,flood_irr,buffer,fenced,flo_buff_fence,alternative,40.3102,5.86905914,0.947212506,1.328150785,1.328150785,10.44169843,2.65630157,6.816271646,0.259033655,0.065896512,0.169095456
4795,sprinkler_irr,buff_none,no_fence,spr,alternative,40.3102,12.48009235,1.616829381,2.653092624,2.869584982,23.14392444,5.522677606,14.09692173,0.574145612,0.13700447,0.349711034
4795,sprinkler_irr,buff_none,fenced,spr_fence,alternative,40.3102,11.88580224,1.539837506,2.52675488,2.732938078,22.0418328,5.259692958,13.42563975,0.546805345,0.130480448,0.333058128
4795,sprinkler_irr,buffer,no_fence,spr_buff,alternative,40.3102,12.0000888,1.49484965,2.5510506,2.5510506,22.2537735,5.1021012,13.49493845,0.552063088,0.126570972,0.334777264
4795,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,40.3102,11.428656,1.423666333,2.429572,2.429572,21.19407,4.859144,12.85232233,0.52577437,0.120543783,0.318835489
4702,flood_irr,buff_none,no_fence,flo,current condition,35.5522,12.63795278,8.961204478,1.635393028,1.768841099,11.88502056,3.404234127,21.59915726,0.334297753,0.095753122,0.607533634
4702,flood_irr,buff_none,fenced,flo_fence,alternative,35.5522,1.604819401,1.896551212,0.346114927,0.374357905,2.515348268,0.720472832,3.501370613,0.070750847,0.020265211,0.098485343
4702,flood_irr,buffer,no_fence,flo_buff,alternative,35.5522,1.620250357,1.841141617,0.349442955,0.349442955,2.539534309,0.69888591,3.461391974,0.071431144,0.019658021,0.097360838
4702,flood_irr,buffer,fenced,flo_buff_fence,alternative,35.5522,1.543095578,1.753468206,0.332802814,0.332802814,2.418604104,0.665605628,3.296563784,0.068029661,0.018721925,0.092724607
4702,sprinkler_irr,buff_none,no_fence,spr,alternative,35.5522,2.207661456,2.445685744,0.454059788,0.491111067,3.626383852,0.945170855,4.6533472,0.102001672,0.026585439,0.130887743
4702,sprinkler_irr,buff_none,fenced,spr_fence,alternative,35.5522,2.10253472,2.329224518,0.432437894,0.467724826,3.453698906,0.90016272,4.431759238,0.09714445,0.025319466,0.124654993
4702,sprinkler_irr,buffer,no_fence,spr_buff,alternative,35.5522,2.1227514,2.26117395,0.43659595,0.43659595,3.48690755,0.8731919,4.38392535,0.098078531,0.02456084,0.123309538
4702,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,35.5522,2.021668,2.153499,0.415805667,0.415805667,3.320864333,0.831611334,4.175167,0.093408125,0.023391276,0.117437655
4732,flood_irr,buff_none,no_fence,flo,current condition,34.6755,5.983535671,4.875293139,0.716523274,0.774991574,4.923325347,1.491514848,10.85882881,0.141982822,0.043013507,0.313155652
4732,flood_irr,buff_none,fenced,flo_fence,alternative,34.6755,0.759814053,1.031808072,0.151645137,0.164019381,1.041973618,0.315664518,1.791622125,0.030049275,0.009103388,0.051668242
4732,flood_irr,buffer,no_fence,flo_buff,alternative,34.6755,0.767119958,1.001662792,0.153103264,0.153103264,1.051992596,0.306206528,1.76878275,0.03033821,0.008830631,0.051009582
4732,flood_irr,buffer,fenced,flo_buff_fence,alternative,34.6755,0.730590436,0.953964564,0.145812632,0.145812632,1.00189771,0.291625264,1.684555,0.028893533,0.008410124,0.048580554
4732,sprinkler_irr,buff_none,no_fence,spr,alternative,34.6755,1.647339658,1.794378185,0.33164637,0.358708714,2.592205616,0.690355084,3.441717843,0.074756114,0.019909016,0.099255031
4732,sprinkler_irr,buff_none,fenced,spr_fence,alternative,34.6755,1.568894912,1.708931605,0.948217578,0.997393402,2.468767254,1.945610979,3.277826517,0.071196299,0.056109097,0.094528601
4732,sprinkler_irr,buffer,no_fence,spr_buff,alternative,34.6755,1.58398044,1.6590035,0.31889074,0.31889074,2.4925054,0.63778148,3.24298394,0.071880878,0.018392856,0.093523783
4732,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,34.6755,1.5085528,1.580003333,0.303705467,0.303705467,2.373814667,0.607410934,3.088556133,0.068457979,0.017517006,0.08907027
4695,flood_irr,buff_none,no_fence,flo,current condition,31.9828,9.240757885,7.352627712,1.180064409,1.276357665,8.360125104,2.456422074,16.5933856,0.261394409,0.076804472,0.518822167
4695,flood_irr,buff_none,fenced,flo_fence,alternative,31.9828,1.173429573,1.556111685,0.249749081,0.270128606,1.769338646,0.519877687,2.729541258,0.055321568,0.016254915,0.085344037
4695,flood_irr,buffer,no_fence,flo_buff,alternative,31.9828,1.184712549,1.510648363,0.252150515,0.252150515,1.786351518,0.50430103,2.695360912,0.055853506,0.015767882,0.084275326
4695,flood_irr,buffer,fenced,flo_buff_fence,alternative,31.9828,1.128297666,1.438712726,0.240143347,0.240143347,1.70128716,0.480286694,2.567010392,0.053193815,0.015017031,0.080262216
4695,sprinkler_irr,buff_none,no_fence,spr,alternative,31.9828,1.83978391,2.241037344,0.378567644,0.409458764,2.977197132,0.788026408,4.080821254,0.093087445,0.024639069,0.127594246
4695,sprinkler_irr,buff_none,fenced,spr_fence,alternative,31.9828,1.752175152,2.13432128,0.360540614,0.389960728,2.83542584,0.750501342,3.886496432,0.088654709,0.02346578,0.12151833
4695,sprinkler_irr,buffer,no_fence,spr_buff,alternative,31.9828,1.76902299,2.071965,0.36400735,0.36400735,2.86268955,0.7280147,3.84098799,0.089507159,0.022762694,0.120095426
4695,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,31.9828,1.6847838,1.9733,0.346673667,0.346673667,2.726371,0.693347334,3.6580838,0.085244913,0.021678757,0.114376596
4741,flood_irr,buff_none,no_fence,flo,current condition,29.8448,8.773116649,4.511051552,1.040446573,1.125347013,8.164768363,2.165793586,13.2841682,0.273574236,0.072568541,0.4451083
4741,flood_irr,buff_none,fenced,flo_fence,alternative,29.8448,1.114046559,0.954719905,0.220200332,0.23816868,1.727993305,0.458369012,2.068766464,0.057899309,0.015358421,0.069317485
4741,flood_irr,buffer,no_fence,flo_buff,alternative,29.8448,1.124758545,0.926826831,0.222317643,0.222317643,1.744608625,0.444635286,2.051585376,0.058456033,0.01489825,0.068741803
4741,flood_irr,buffer,fenced,flo_buff_fence,alternative,29.8448,1.071198614,0.88269222,0.211731089,0.211731089,1.661532024,0.423462178,1.953890834,0.055672413,0.014188809,0.065468384
4741,sprinkler_irr,buff_none,no_fence,spr,alternative,29.8448,2.65958784,1.702751523,0.51463776,0.556632201,4.58674216,1.071269961,4.362339363,0.153686477,0.035894694,0.146167485
4741,sprinkler_irr,buff_none,fenced,spr_fence,alternative,29.8448,2.5329408,1.621668117,0.4901312,0.530125906,4.368325866,1.020257106,4.154608917,0.146368073,0.034185423,0.139207129
4741,sprinkler_irr,buffer,no_fence,spr_buff,alternative,29.8448,2.557296,1.5742895,0.494844,0.494844,4.410329,0.989688,4.1315855,0.147775458,0.033161154,0.138435691
4741,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,29.8448,2.43552,1.499323333,0.47128,0.47128,4.200313333,0.94256,3.934843333,0.140738532,0.031582051,0.131843515
4789,flood_irr,buff_none,no_fence,flo,current condition,29.597,3.75400668,17.67917901,0.008338163,0.009018557,0.1,0.01735672,21.43318569,0.003378721,0.000586435,0.724167507
4789,flood_irr,buff_none,fenced,flo_fence,alternative,29.597,0.476699261,3.741625187,0.00176469,0.001908689,0.1,0.003673379,4.218324448,0.003378721,0.000124113,0.142525406
4789,flood_irr,buffer,no_fence,flo_buff,alternative,29.597,0.481282908,3.632309954,0.001781658,0.001781658,0.1,0.003563316,4.113592862,0.003378721,0.000120394,0.138986818
4789,flood_irr,buffer,fenced,flo_buff_fence,alternative,29.597,0.458364674,3.459342814,0.001696817,0.001696817,0.1,0.003393634,3.917707488,0.003378721,0.000114661,0.132368398
4789,sprinkler_irr,buff_none,no_fence,spr,alternative,29.597,0.458912126,3.855395107,0.001618416,0.001750479,0.1,0.003368895,4.314307233,0.003378721,0.000113826,0.145768397
4789,sprinkler_irr,buff_none,fenced,spr_fence,alternative,29.597,0.437059168,3.671804864,0.001541349,0.001667123,0.1,0.003208472,4.108864032,0.003378721,0.000108405,0.138827044
4789,sprinkler_irr,buffer,no_fence,spr_buff,alternative,29.597,0.44126166,3.5645295,0.001556169,0.001556169,0.1,0.003112338,4.00579116,0.003378721,0.000105157,0.1353445
4789,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,29.597,0.4202492,3.39479,0.001482066,0.001482066,0.1,0.002964132,3.8150392,0.003378721,0.00010015,0.128899524
4799,flood_irr,buff_none,no_fence,flo,current condition,27.6733,14.83122099,5.919357328,1.896342576,2.05108413,14.40805,3.947426706,20.75057832,0.520648061,0.142643874,0.749841122
4799,flood_irr,buff_none,fenced,flo_fence,alternative,27.6733,1.88332965,1.252774038,0.401342344,0.434091879,3.049322751,0.835434223,3.136103688,0.110190066,0.03018918,0.113325974
4799,flood_irr,buffer,no_fence,flo_buff,alternative,27.6733,1.901438589,1.216173021,0.405201405,0.405201405,3.078643162,0.81040281,3.11761161,0.111249586,0.029284647,0.112657746
